identifier,compound_name,wyckoff
ABEGAQ,"Methyl 2-amino-5-isopropyl-1,3-thiazole-4-carboxylate",A8B12C2D2E_mP100_14_8e_12e_2e_2e_e:C-H-N-O-S
ABEGAS,"(E)-5-(4-chlorophenyl)-1-(3,7-dimethylocta-2,6-dien-1-yl)-N-nitro-1,3,5-triazinan-2-imine",A19BC26D5E2_mP212_14_19e_e_26e_5e_2e:C-Cl-H-N-O
ABEGAS,"(E)-5-(4-chlorophenyl)-1-(3,7-dimethylocta-2,6-dien-1-yl)-N-nitro-1,3,5-triazinan-2-imine",A19BC26D5E2_mP212_14_19e_e_26e_5e_2e:C-Cl-H-N-O
ABEGAS,"(E)-5-(4-chlorophenyl)-1-(3,7-dimethylocta-2,6-dien-1-yl)-N-nitro-1,3,5-triazinan-2-imine",A19BC26D5E2_mP212_14_19e_e_26e_5e_2e:C-Cl-H-N-O
ABEGAS,"(E)-5-(4-chlorophenyl)-1-(3,7-dimethylocta-2,6-dien-1-yl)-N-nitro-1,3,5-triazinan-2-imine",A19BC26D5E2_mP212_14_19e_e_26e_5e_2e:C-Cl-H-N-O
ABEGAS,"(E)-5-(4-chlorophenyl)-1-(3,7-dimethylocta-2,6-dien-1-yl)-N-nitro-1,3,5-triazinan-2-imine",A19BC26D5E2_mP212_14_19e_e_26e_5e_2e:C-Cl-H-N-O
ABEGAS,"(E)-5-(4-chlorophenyl)-1-(3,7-dimethylocta-2,6-dien-1-yl)-N-nitro-1,3,5-triazinan-2-imine",A19BC26D5E2_mP212_14_19e_e_26e_5e_2e:C-Cl-H-N-O
ABEGAS,"(E)-5-(4-chlorophenyl)-1-(3,7-dimethylocta-2,6-dien-1-yl)-N-nitro-1,3,5-triazinan-2-imine",A19BC26D5E2_mP212_14_19e_e_26e_5e_2e:C-Cl-H-N-O
ABEGAS,"(E)-5-(4-chlorophenyl)-1-(3,7-dimethylocta-2,6-dien-1-yl)-N-nitro-1,3,5-triazinan-2-imine",A19BC26D5E2_mP212_14_19e_e_26e_5e_2e:C-Cl-H-N-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGET,"trans-2,3,4,4a,9,9a-hexahydro-1,1,4a,6,8-pentamethyl-1H-xanthene",A72B101C4_aP177_1_72a_101a_4a:C-H-O
ABEGEV,"3-(6-Benzoyl-1,3,5-triphenylcyclohexa-2,4-dien-1-yl)-1,2-diphenylpropan-1-one",A23B18C_aP168_2_46i_36i_2i:C-H-O
ABEGEV,"3-(6-Benzoyl-1,3,5-triphenylcyclohexa-2,4-dien-1-yl)-1,2-diphenylpropan-1-one",A23B18C_aP168_2_46i_36i_2i:C-H-O
ABEGEV,"3-(6-Benzoyl-1,3,5-triphenylcyclohexa-2,4-dien-1-yl)-1,2-diphenylpropan-1-one",A23B18C_aP168_2_46i_36i_2i:C-H-O
ABEGEV,"3-(6-Benzoyl-1,3,5-triphenylcyclohexa-2,4-dien-1-yl)-1,2-diphenylpropan-1-one",A23B18C_aP168_2_46i_36i_2i:C-H-O
ABEGIA,"1-(4-isopropylphenyl)-1,2-dihydro-3H-naphtho[1,2-e][1,3]oxazin-3-one",A21B19CD2_mP172_14_21e_19e_e_2e:C-H-N-O
ABEGIA,"1-(4-isopropylphenyl)-1,2-dihydro-3H-naphtho[1,2-e][1,3]oxazin-3-one",A21B19CD2_mP172_14_21e_19e_e_2e:C-H-N-O
ABEGIA,"1-(4-isopropylphenyl)-1,2-dihydro-3H-naphtho[1,2-e][1,3]oxazin-3-one",A21B19CD2_mP172_14_21e_19e_e_2e:C-H-N-O
ABEGIA,"1-(4-isopropylphenyl)-1,2-dihydro-3H-naphtho[1,2-e][1,3]oxazin-3-one",A21B19CD2_mP172_14_21e_19e_e_2e:C-H-N-O
ABEGIZ,"(1,3,4,5,6,8,9-Heptaphenyl-2-oxatricyclo[4.3.1.03,7]deca-4,8-dien-10-yl)(phenyl)methanone",A29B21C_aP204_2_58i_42i_2i:C-H-O
ABEGIZ,"(1,3,4,5,6,8,9-Heptaphenyl-2-oxatricyclo[4.3.1.03,7]deca-4,8-dien-10-yl)(phenyl)methanone",A29B21C_aP204_2_58i_42i_2i:C-H-O
ABEGIZ,"(1,3,4,5,6,8,9-Heptaphenyl-2-oxatricyclo[4.3.1.03,7]deca-4,8-dien-10-yl)(phenyl)methanone",A29B21C_aP204_2_58i_42i_2i:C-H-O
ABEGIZ,"(1,3,4,5,6,8,9-Heptaphenyl-2-oxatricyclo[4.3.1.03,7]deca-4,8-dien-10-yl)(phenyl)methanone",A29B21C_aP204_2_58i_42i_2i:C-H-O
ABEGIZ,"(1,3,4,5,6,8,9-Heptaphenyl-2-oxatricyclo[4.3.1.03,7]deca-4,8-dien-10-yl)(phenyl)methanone",A29B21C_aP204_2_58i_42i_2i:C-H-O
ABEGIZ01,"(1,3,4,5,6,8,9-Heptaphenyl-2-oxatricyclo[4.3.1.03,7]deca-4,8-dien-10-yl)(phenyl)methanone",A29B21C_aP204_2_58i_42i_2i:C-H-O
ABEGIZ01,"(1,3,4,5,6,8,9-Heptaphenyl-2-oxatricyclo[4.3.1.03,7]deca-4,8-dien-10-yl)(phenyl)methanone",A29B21C_aP204_2_58i_42i_2i:C-H-O
ABEGIZ01,"(1,3,4,5,6,8,9-Heptaphenyl-2-oxatricyclo[4.3.1.03,7]deca-4,8-dien-10-yl)(phenyl)methanone",A29B21C_aP204_2_58i_42i_2i:C-H-O
ABEGIZ01,"(1,3,4,5,6,8,9-Heptaphenyl-2-oxatricyclo[4.3.1.03,7]deca-4,8-dien-10-yl)(phenyl)methanone",A29B21C_aP204_2_58i_42i_2i:C-H-O
ABEGIZ01,"(1,3,4,5,6,8,9-Heptaphenyl-2-oxatricyclo[4.3.1.03,7]deca-4,8-dien-10-yl)(phenyl)methanone",A29B21C_aP204_2_58i_42i_2i:C-H-O
ABEGOE,"Ethyl (3,7-dimethyl-2,6-dioxo-2,3,6,7-tetrahydropurin-1-yl)acetate",A11B14C4D4_mP132_14_11e_14e_4e_4e:C-H-N-O
ABEGOE,"Ethyl (3,7-dimethyl-2,6-dioxo-2,3,6,7-tetrahydropurin-1-yl)acetate",A11B14C4D4_mP132_14_11e_14e_4e_4e:C-H-N-O
ABEGOE,"Ethyl (3,7-dimethyl-2,6-dioxo-2,3,6,7-tetrahydropurin-1-yl)acetate",A11B14C4D4_mP132_14_11e_14e_4e_4e:C-H-N-O
ABEGOE,"Ethyl (3,7-dimethyl-2,6-dioxo-2,3,6,7-tetrahydropurin-1-yl)acetate",A11B14C4D4_mP132_14_11e_14e_4e_4e:C-H-N-O
ABEGOE,"Ethyl (3,7-dimethyl-2,6-dioxo-2,3,6,7-tetrahydropurin-1-yl)acetate",A11B14C4D4_mP132_14_11e_14e_4e_4e:C-H-N-O
ABEGOH,"(1R,2S,3S,4S)-3-(pyrrolidine-1-carbonyl)bicyclo[2.2.1]hept-5-ene-2-carboxylic acid",A13B17CD3_oP136_19_13a_17a_a_3a:C-H-N-O
ABEGOH,"(1R,2S,3S,4S)-3-(pyrrolidine-1-carbonyl)bicyclo[2.2.1]hept-5-ene-2-carboxylic acid",A13B17CD3_oP136_19_13a_17a_a_3a:C-H-N-O
ABEGOH,"(1R,2S,3S,4S)-3-(pyrrolidine-1-carbonyl)bicyclo[2.2.1]hept-5-ene-2-carboxylic acid",A13B17CD3_oP136_19_13a_17a_a_3a:C-H-N-O
ABEGOH,"(1R,2S,3S,4S)-3-(pyrrolidine-1-carbonyl)bicyclo[2.2.1]hept-5-ene-2-carboxylic acid",A13B17CD3_oP136_19_13a_17a_a_3a:C-H-N-O
ABEGOH,"(1R,2S,3S,4S)-3-(pyrrolidine-1-carbonyl)bicyclo[2.2.1]hept-5-ene-2-carboxylic acid",A13B17CD3_oP136_19_13a_17a_a_3a:C-H-N-O
ABEGOH,"(1R,2S,3S,4S)-3-(pyrrolidine-1-carbonyl)bicyclo[2.2.1]hept-5-ene-2-carboxylic acid",A13B17CD3_oP136_19_13a_17a_a_3a:C-H-N-O
ABEGOH,"(1R,2S,3S,4S)-3-(pyrrolidine-1-carbonyl)bicyclo[2.2.1]hept-5-ene-2-carboxylic acid",A13B17CD3_oP136_19_13a_17a_a_3a:C-H-N-O
ABEGOH,"(1R,2S,3S,4S)-3-(pyrrolidine-1-carbonyl)bicyclo[2.2.1]hept-5-ene-2-carboxylic acid",A13B17CD3_oP136_19_13a_17a_a_3a:C-H-N-O
ABEGOH,"(1R,2S,3S,4S)-3-(pyrrolidine-1-carbonyl)bicyclo[2.2.1]hept-5-ene-2-carboxylic acid",A13B17CD3_oP136_19_13a_17a_a_3a:C-H-N-O
ABEGUK,"O2,O3:O4,O5-bis(Phenylboranediyl)-β-D-fructopyranose acetone solvate",A2B21C27D7_oP228_19_2a_21a_27a_7a:B-C-H-O
ABEGUK,"O2,O3:O4,O5-bis(Phenylboranediyl)-β-D-fructopyranose acetone solvate",A2B21C27D7_oP228_19_2a_21a_27a_7a:B-C-H-O
ABEGUK,"O2,O3:O4,O5-bis(Phenylboranediyl)-β-D-fructopyranose acetone solvate",A2B21C27D7_oP228_19_2a_21a_27a_7a:B-C-H-O
ABEGUK,"O2,O3:O4,O5-bis(Phenylboranediyl)-β-D-fructopyranose acetone solvate",A2B21C27D7_oP228_19_2a_21a_27a_7a:B-C-H-O
ABEGUK,"O2,O3:O4,O5-bis(Phenylboranediyl)-β-D-fructopyranose acetone solvate",A2B21C27D7_oP228_19_2a_21a_27a_7a:B-C-H-O
ABEGUK,"O2,O3:O4,O5-bis(Phenylboranediyl)-β-D-fructopyranose acetone solvate",A2B21C27D7_oP228_19_2a_21a_27a_7a:B-C-H-O
ABEGUK,"O2,O3:O4,O5-bis(Phenylboranediyl)-β-D-fructopyranose acetone solvate",A2B21C27D7_oP228_19_2a_21a_27a_7a:B-C-H-O
ABEGUK,"O2,O3:O4,O5-bis(Phenylboranediyl)-β-D-fructopyranose acetone solvate",A2B21C27D7_oP228_19_2a_21a_27a_7a:B-C-H-O
ABEGUL,(R)-3-(4-Bromophenyl)-3-(nitromethyl)cyclohexanone,AB13C14DE3_oP128_19_a_13a_14a_a_3a:Br-C-H-N-O
ABEGUL,(R)-3-(4-Bromophenyl)-3-(nitromethyl)cyclohexanone,AB13C14DE3_oP128_19_a_13a_14a_a_3a:Br-C-H-N-O
ABEGUL,(R)-3-(4-Bromophenyl)-3-(nitromethyl)cyclohexanone,AB13C14DE3_oP128_19_a_13a_14a_a_3a:Br-C-H-N-O
ABEGUL,(R)-3-(4-Bromophenyl)-3-(nitromethyl)cyclohexanone,AB13C14DE3_oP128_19_a_13a_14a_a_3a:Br-C-H-N-O
ABEGUL,(R)-3-(4-Bromophenyl)-3-(nitromethyl)cyclohexanone,AB13C14DE3_oP128_19_a_13a_14a_a_3a:Br-C-H-N-O
ABEGUL,(R)-3-(4-Bromophenyl)-3-(nitromethyl)cyclohexanone,AB13C14DE3_oP128_19_a_13a_14a_a_3a:Br-C-H-N-O
ABEGUN,"(3S,3aS,5R,6R,6aR,7R)-6-iodo-7-(pyrrolidine-1-carbonyl)hexahydro-2H-3,5-methanocyclopenta[b]furan-2-one",A13B16CDE3_mP136_14_13e_16e_e_e_3e:C-H-I-N-O
ABEGUN,"(3S,3aS,5R,6R,6aR,7R)-6-iodo-7-(pyrrolidine-1-carbonyl)hexahydro-2H-3,5-methanocyclopenta[b]furan-2-one",A13B16CDE3_mP136_14_13e_16e_e_e_3e:C-H-I-N-O
ABEGUN,"(3S,3aS,5R,6R,6aR,7R)-6-iodo-7-(pyrrolidine-1-carbonyl)hexahydro-2H-3,5-methanocyclopenta[b]furan-2-one",A13B16CDE3_mP136_14_13e_16e_e_e_3e:C-H-I-N-O
ABEGUN,"(3S,3aS,5R,6R,6aR,7R)-6-iodo-7-(pyrrolidine-1-carbonyl)hexahydro-2H-3,5-methanocyclopenta[b]furan-2-one",A13B16CDE3_mP136_14_13e_16e_e_e_3e:C-H-I-N-O
ABEGUN,"(3S,3aS,5R,6R,6aR,7R)-6-iodo-7-(pyrrolidine-1-carbonyl)hexahydro-2H-3,5-methanocyclopenta[b]furan-2-one",A13B16CDE3_mP136_14_13e_16e_e_e_3e:C-H-I-N-O
ABEGUN,"(3S,3aS,5R,6R,6aR,7R)-6-iodo-7-(pyrrolidine-1-carbonyl)hexahydro-2H-3,5-methanocyclopenta[b]furan-2-one",A13B16CDE3_mP136_14_13e_16e_e_e_3e:C-H-I-N-O
ABEGUN,"(3S,3aS,5R,6R,6aR,7R)-6-iodo-7-(pyrrolidine-1-carbonyl)hexahydro-2H-3,5-methanocyclopenta[b]furan-2-one",A13B16CDE3_mP136_14_13e_16e_e_e_3e:C-H-I-N-O
ABEGUN,"(3S,3aS,5R,6R,6aR,7R)-6-iodo-7-(pyrrolidine-1-carbonyl)hexahydro-2H-3,5-methanocyclopenta[b]furan-2-one",A13B16CDE3_mP136_14_13e_16e_e_e_3e:C-H-I-N-O
ABEGUN,"(3S,3aS,5R,6R,6aR,7R)-6-iodo-7-(pyrrolidine-1-carbonyl)hexahydro-2H-3,5-methanocyclopenta[b]furan-2-one",A13B16CDE3_mP136_14_13e_16e_e_e_3e:C-H-I-N-O
ABEGUN,"(3S,3aS,5R,6R,6aR,7R)-6-iodo-7-(pyrrolidine-1-carbonyl)hexahydro-2H-3,5-methanocyclopenta[b]furan-2-one",A13B16CDE3_mP136_14_13e_16e_e_e_3e:C-H-I-N-O
ABEGUN,"(3S,3aS,5R,6R,6aR,7R)-6-iodo-7-(pyrrolidine-1-carbonyl)hexahydro-2H-3,5-methanocyclopenta[b]furan-2-one",A13B16CDE3_mP136_14_13e_16e_e_e_3e:C-H-I-N-O
ABEHAQ,rac-triethylammonium bis(benzilato)hydroxysilicate,A34B37CD7E_aP160_2_34i_37i_i_7i_i:C-H-N-O-Si
ABEHAQ,rac-triethylammonium bis(benzilato)hydroxysilicate,A34B37CD7E_aP160_2_34i_37i_i_7i_i:C-H-N-O-Si
ABEHAQ,rac-triethylammonium bis(benzilato)hydroxysilicate,A34B37CD7E_aP160_2_34i_37i_i_7i_i:C-H-N-O-Si
ABEHAQ,rac-triethylammonium bis(benzilato)hydroxysilicate,A34B37CD7E_aP160_2_34i_37i_i_7i_i:C-H-N-O-Si
ABEHAQ,rac-triethylammonium bis(benzilato)hydroxysilicate,A34B37CD7E_aP160_2_34i_37i_i_7i_i:C-H-N-O-Si
ABEHAQ,rac-triethylammonium bis(benzilato)hydroxysilicate,A34B37CD7E_aP160_2_34i_37i_i_7i_i:C-H-N-O-Si
ABEHAQ,rac-triethylammonium bis(benzilato)hydroxysilicate,A34B37CD7E_aP160_2_34i_37i_i_7i_i:C-H-N-O-Si
ABEHAQ,rac-triethylammonium bis(benzilato)hydroxysilicate,A34B37CD7E_aP160_2_34i_37i_i_7i_i:C-H-N-O-Si
ABEHAR,1-(3-Mesityl-3-methylcyclobutyl)-2-(pyrrolidin-1-yl)ethan-1-one,A20B29CD_tP408_86_20g_29g_g_g:C-H-N-O
ABEHAR,1-(3-Mesityl-3-methylcyclobutyl)-2-(pyrrolidin-1-yl)ethan-1-one,A20B29CD_tP408_86_20g_29g_g_g:C-H-N-O
ABEHAR,1-(3-Mesityl-3-methylcyclobutyl)-2-(pyrrolidin-1-yl)ethan-1-one,A20B29CD_tP408_86_20g_29g_g_g:C-H-N-O
ABEHAR,1-(3-Mesityl-3-methylcyclobutyl)-2-(pyrrolidin-1-yl)ethan-1-one,A20B29CD_tP408_86_20g_29g_g_g:C-H-N-O
ABEHAR,1-(3-Mesityl-3-methylcyclobutyl)-2-(pyrrolidin-1-yl)ethan-1-one,A20B29CD_tP408_86_20g_29g_g_g:C-H-N-O
ABEHAR,1-(3-Mesityl-3-methylcyclobutyl)-2-(pyrrolidin-1-yl)ethan-1-one,A20B29CD_tP408_86_20g_29g_g_g:C-H-N-O
ABEHAR,1-(3-Mesityl-3-methylcyclobutyl)-2-(pyrrolidin-1-yl)ethan-1-one,A20B29CD_tP408_86_20g_29g_g_g:C-H-N-O
ABEHAR,1-(3-Mesityl-3-methylcyclobutyl)-2-(pyrrolidin-1-yl)ethan-1-one,A20B29CD_tP408_86_20g_29g_g_g:C-H-N-O
ABEHAR,1-(3-Mesityl-3-methylcyclobutyl)-2-(pyrrolidin-1-yl)ethan-1-one,A20B29CD_tP408_86_20g_29g_g_g:C-H-N-O
ABEHAR,1-(3-Mesityl-3-methylcyclobutyl)-2-(pyrrolidin-1-yl)ethan-1-one,A20B29CD_tP408_86_20g_29g_g_g:C-H-N-O
ABEHAR,1-(3-Mesityl-3-methylcyclobutyl)-2-(pyrrolidin-1-yl)ethan-1-one,A20B29CD_tP408_86_20g_29g_g_g:C-H-N-O
ABEHAR,1-(3-Mesityl-3-methylcyclobutyl)-2-(pyrrolidin-1-yl)ethan-1-one,A20B29CD_tP408_86_20g_29g_g_g:C-H-N-O
ABEHAR,1-(3-Mesityl-3-methylcyclobutyl)-2-(pyrrolidin-1-yl)ethan-1-one,A20B29CD_tP408_86_20g_29g_g_g:C-H-N-O
ABEHAS,"(R)-6-Bromo-2-methyl-2-(nitromethyl)-2,3,4,9-tetrahydro-1H-carbazole",AB14C15D2E2_oP136_19_a_14a_15a_2a_2a:Br-C-H-N-O
ABEHAS,"(R)-6-Bromo-2-methyl-2-(nitromethyl)-2,3,4,9-tetrahydro-1H-carbazole",AB14C15D2E2_oP136_19_a_14a_15a_2a_2a:Br-C-H-N-O
ABEHAS,"(R)-6-Bromo-2-methyl-2-(nitromethyl)-2,3,4,9-tetrahydro-1H-carbazole",AB14C15D2E2_oP136_19_a_14a_15a_2a_2a:Br-C-H-N-O
ABEHAS,"(R)-6-Bromo-2-methyl-2-(nitromethyl)-2,3,4,9-tetrahydro-1H-carbazole",AB14C15D2E2_oP136_19_a_14a_15a_2a_2a:Br-C-H-N-O
ABEHAS,"(R)-6-Bromo-2-methyl-2-(nitromethyl)-2,3,4,9-tetrahydro-1H-carbazole",AB14C15D2E2_oP136_19_a_14a_15a_2a_2a:Br-C-H-N-O
ABEHAS,"(R)-6-Bromo-2-methyl-2-(nitromethyl)-2,3,4,9-tetrahydro-1H-carbazole",AB14C15D2E2_oP136_19_a_14a_15a_2a_2a:Br-C-H-N-O
ABEHEV,"5-t-Butyl-2-(N,N-dimethylaminocarbonylthio)isophthalaldehyde",A15B19CD3E_mP156_14_15e_19e_e_3e_e:C-H-N-O-S
ABEHEV,"5-t-Butyl-2-(N,N-dimethylaminocarbonylthio)isophthalaldehyde",A15B19CD3E_mP156_14_15e_19e_e_3e_e:C-H-N-O-S
ABEHEV,"5-t-Butyl-2-(N,N-dimethylaminocarbonylthio)isophthalaldehyde",A15B19CD3E_mP156_14_15e_19e_e_3e_e:C-H-N-O-S
ABEHEV,"5-t-Butyl-2-(N,N-dimethylaminocarbonylthio)isophthalaldehyde",A15B19CD3E_mP156_14_15e_19e_e_3e_e:C-H-N-O-S
ABEHEV,"5-t-Butyl-2-(N,N-dimethylaminocarbonylthio)isophthalaldehyde",A15B19CD3E_mP156_14_15e_19e_e_3e_e:C-H-N-O-S
ABEHEV,"5-t-Butyl-2-(N,N-dimethylaminocarbonylthio)isophthalaldehyde",A15B19CD3E_mP156_14_15e_19e_e_3e_e:C-H-N-O-S
ABEHEW,"10,11,13,14,16,17,19,20-Octahydrodibenzo[n,p][1,4,7,10,13]pentaoxacycloheptadecine-4,5-diylbis(diphenylphosphine) dioxide",A44B42C7D2_oP760_61_44c_42c_7c_2c:C-H-O-P
ABEHEW,"10,11,13,14,16,17,19,20-Octahydrodibenzo[n,p][1,4,7,10,13]pentaoxacycloheptadecine-4,5-diylbis(diphenylphosphine) dioxide",A44B42C7D2_oP760_61_44c_42c_7c_2c:C-H-O-P
ABEHEW,"10,11,13,14,16,17,19,20-Octahydrodibenzo[n,p][1,4,7,10,13]pentaoxacycloheptadecine-4,5-diylbis(diphenylphosphine) dioxide",A44B42C7D2_oP760_61_44c_42c_7c_2c:C-H-O-P
